dataset,split,window_index,origin_row,history_start,history_end,target_start,target_end,maximum_period_bank_row,causal
Energy,DEV_VAL,898,16686,16622,16685,16686,16749,16685,True
Energy,DEV_VAL,899,16687,16623,16686,16687,16750,16686,True
Energy,DEV_VAL,900,16688,16624,16687,16688,16751,16687,True
Energy,DEV_VAL,901,16689,16625,16688,16689,16752,16688,True
Energy,DEV_VAL,902,16690,16626,16689,16690,16753,16689,True
Energy,DEV_VAL,903,16691,16627,16690,16691,16754,16690,True
Energy,DEV_VAL,904,16692,16628,16691,16692,16755,16691,True
Energy,DEV_VAL,905,16693,16629,16692,16693,16756,16692,True
Energy,DEV_VAL,906,16694,16630,16693,16694,16757,16693,True
Energy,DEV_VAL,907,16695,16631,16694,16695,16758,16694,True
Energy,DEV_VAL,908,16696,16632,16695,16696,16759,16695,True
Energy,DEV_VAL,909,16697,16633,16696,16697,16760,16696,True
Energy,DEV_VAL,910,16698,16634,16697,16698,16761,16697,True
Energy,DEV_VAL,911,16699,16635,16698,16699,16762,16698,True
Energy,DEV_VAL,912,16700,16636,16699,16700,16763,16699,True
Energy,DEV_VAL,913,16701,16637,16700,16701,16764,16700,True
Energy,DEV_VAL,914,16702,16638,16701,16702,16765,16701,True
Energy,DEV_VAL,915,16703,16639,16702,16703,16766,16702,True
Energy,DEV_VAL,916,16704,16640,16703,16704,16767,16703,True
Energy,DEV_VAL,917,16705,16641,16704,16705,16768,16704,True
Energy,DEV_VAL,918,16706,16642,16705,16706,16769,16705,True
Energy,DEV_VAL,919,16707,16643,16706,16707,16770,16706,True
Energy,DEV_VAL,920,16708,16644,16707,16708,16771,16707,True
Energy,DEV_VAL,921,16709,16645,16708,16709,16772,16708,True
Energy,DEV_VAL,922,16710,16646,16709,16710,16773,16709,True
Energy,DEV_VAL,923,16711,16647,16710,16711,16774,16710,True
Energy,DEV_VAL,924,16712,16648,16711,16712,16775,16711,True
Energy,DEV_VAL,925,16713,16649,16712,16713,16776,16712,True
Energy,DEV_VAL,926,16714,16650,16713,16714,16777,16713,True
Energy,DEV_VAL,927,16715,16651,16714,16715,16778,16714,True
Energy,DEV_VAL,928,16716,16652,16715,16716,16779,16715,True
Energy,DEV_VAL,929,16717,16653,16716,16717,16780,16716,True
Energy,DEV_VAL,930,16718,16654,16717,16718,16781,16717,True
Energy,DEV_VAL,931,16719,16655,16718,16719,16782,16718,True
Energy,DEV_VAL,932,16720,16656,16719,16720,16783,16719,True
Energy,DEV_VAL,933,16721,16657,16720,16721,16784,16720,True
Energy,DEV_VAL,934,16722,16658,16721,16722,16785,16721,True
Energy,DEV_VAL,935,16723,16659,16722,16723,16786,16722,True
Energy,DEV_VAL,936,16724,16660,16723,16724,16787,16723,True
Energy,DEV_VAL,937,16725,16661,16724,16725,16788,16724,True
Energy,DEV_VAL,938,16726,16662,16725,16726,16789,16725,True
Energy,DEV_VAL,939,16727,16663,16726,16727,16790,16726,True
Energy,DEV_VAL,940,16728,16664,16727,16728,16791,16727,True
Energy,DEV_VAL,941,16729,16665,16728,16729,16792,16728,True
Energy,DEV_VAL,942,16730,16666,16729,16730,16793,16729,True
Energy,DEV_VAL,943,16731,16667,16730,16731,16794,16730,True
Energy,DEV_VAL,944,16732,16668,16731,16732,16795,16731,True
Energy,DEV_VAL,945,16733,16669,16732,16733,16796,16732,True
Energy,DEV_VAL,946,16734,16670,16733,16734,16797,16733,True
Energy,DEV_VAL,947,16735,16671,16734,16735,16798,16734,True
Energy,DEV_VAL,948,16736,16672,16735,16736,16799,16735,True
Energy,DEV_VAL,949,16737,16673,16736,16737,16800,16736,True
Energy,DEV_VAL,950,16738,16674,16737,16738,16801,16737,True
Energy,DEV_VAL,951,16739,16675,16738,16739,16802,16738,True
Energy,DEV_VAL,952,16740,16676,16739,16740,16803,16739,True
Energy,DEV_VAL,953,16741,16677,16740,16741,16804,16740,True
Energy,DEV_VAL,954,16742,16678,16741,16742,16805,16741,True
Energy,DEV_VAL,955,16743,16679,16742,16743,16806,16742,True
Energy,DEV_VAL,956,16744,16680,16743,16744,16807,16743,True
Energy,DEV_VAL,957,16745,16681,16744,16745,16808,16744,True
Energy,DEV_VAL,958,16746,16682,16745,16746,16809,16745,True
Energy,DEV_VAL,959,16747,16683,16746,16747,16810,16746,True
Energy,DEV_VAL,960,16748,16684,16747,16748,16811,16747,True
Energy,DEV_VAL,961,16749,16685,16748,16749,16812,16748,True
Energy,DEV_VAL,962,16750,16686,16749,16750,16813,16749,True
Energy,DEV_VAL,963,16751,16687,16750,16751,16814,16750,True
Energy,DEV_VAL,964,16752,16688,16751,16752,16815,16751,True
Energy,DEV_VAL,965,16753,16689,16752,16753,16816,16752,True
Energy,DEV_VAL,966,16754,16690,16753,16754,16817,16753,True
Energy,DEV_VAL,967,16755,16691,16754,16755,16818,16754,True
Energy,DEV_VAL,968,16756,16692,16755,16756,16819,16755,True
Energy,DEV_VAL,969,16757,16693,16756,16757,16820,16756,True
Energy,DEV_VAL,970,16758,16694,16757,16758,16821,16757,True
Energy,DEV_VAL,971,16759,16695,16758,16759,16822,16758,True
Energy,DEV_VAL,972,16760,16696,16759,16760,16823,16759,True
Energy,DEV_VAL,973,16761,16697,16760,16761,16824,16760,True
Energy,DEV_VAL,974,16762,16698,16761,16762,16825,16761,True
Energy,DEV_VAL,975,16763,16699,16762,16763,16826,16762,True
Energy,DEV_VAL,976,16764,16700,16763,16764,16827,16763,True
Energy,DEV_VAL,977,16765,16701,16764,16765,16828,16764,True
Energy,DEV_VAL,978,16766,16702,16765,16766,16829,16765,True
Energy,DEV_VAL,979,16767,16703,16766,16767,16830,16766,True
Energy,DEV_VAL,980,16768,16704,16767,16768,16831,16767,True
Energy,DEV_VAL,981,16769,16705,16768,16769,16832,16768,True
Energy,DEV_VAL,982,16770,16706,16769,16770,16833,16769,True
Energy,DEV_VAL,983,16771,16707,16770,16771,16834,16770,True
Energy,DEV_VAL,984,16772,16708,16771,16772,16835,16771,True
Energy,DEV_VAL,985,16773,16709,16772,16773,16836,16772,True
Energy,DEV_VAL,986,16774,16710,16773,16774,16837,16773,True
Energy,DEV_VAL,987,16775,16711,16774,16775,16838,16774,True
Energy,DEV_VAL,988,16776,16712,16775,16776,16839,16775,True
Energy,DEV_VAL,989,16777,16713,16776,16777,16840,16776,True
Energy,DEV_VAL,990,16778,16714,16777,16778,16841,16777,True
Energy,DEV_VAL,991,16779,16715,16778,16779,16842,16778,True
Energy,DEV_VAL,992,16780,16716,16779,16780,16843,16779,True
Energy,DEV_VAL,993,16781,16717,16780,16781,16844,16780,True
Energy,DEV_VAL,994,16782,16718,16781,16782,16845,16781,True
Energy,DEV_VAL,995,16783,16719,16782,16783,16846,16782,True
Energy,DEV_VAL,996,16784,16720,16783,16784,16847,16783,True
Energy,DEV_VAL,997,16785,16721,16784,16785,16848,16784,True
Energy,DEV_VAL,998,16786,16722,16785,16786,16849,16785,True
Energy,DEV_VAL,999,16787,16723,16786,16787,16850,16786,True
Energy,DEV_VAL,1000,16788,16724,16787,16788,16851,16787,True
Energy,DEV_VAL,1001,16789,16725,16788,16789,16852,16788,True
Energy,DEV_VAL,1002,16790,16726,16789,16790,16853,16789,True
Energy,DEV_VAL,1003,16791,16727,16790,16791,16854,16790,True
Energy,DEV_VAL,1004,16792,16728,16791,16792,16855,16791,True
Energy,DEV_VAL,1005,16793,16729,16792,16793,16856,16792,True
Energy,DEV_VAL,1006,16794,16730,16793,16794,16857,16793,True
Energy,DEV_VAL,1007,16795,16731,16794,16795,16858,16794,True
Energy,DEV_VAL,1008,16796,16732,16795,16796,16859,16795,True
Energy,DEV_VAL,1009,16797,16733,16796,16797,16860,16796,True
Energy,DEV_VAL,1010,16798,16734,16797,16798,16861,16797,True
Energy,DEV_VAL,1011,16799,16735,16798,16799,16862,16798,True
Energy,DEV_VAL,1012,16800,16736,16799,16800,16863,16799,True
Energy,DEV_VAL,1013,16801,16737,16800,16801,16864,16800,True
Energy,DEV_VAL,1014,16802,16738,16801,16802,16865,16801,True
Energy,DEV_VAL,1015,16803,16739,16802,16803,16866,16802,True
Energy,DEV_VAL,1016,16804,16740,16803,16804,16867,16803,True
Energy,DEV_VAL,1017,16805,16741,16804,16805,16868,16804,True
Energy,DEV_VAL,1018,16806,16742,16805,16806,16869,16805,True
Energy,DEV_VAL,1019,16807,16743,16806,16807,16870,16806,True
Energy,DEV_VAL,1020,16808,16744,16807,16808,16871,16807,True
Energy,DEV_VAL,1021,16809,16745,16808,16809,16872,16808,True
Energy,DEV_VAL,1022,16810,16746,16809,16810,16873,16809,True
Energy,DEV_VAL,1023,16811,16747,16810,16811,16874,16810,True
Energy,DEV_VAL,1024,16812,16748,16811,16812,16875,16811,True
Energy,DEV_VAL,1025,16813,16749,16812,16813,16876,16812,True
Energy,DEV_VAL,1026,16814,16750,16813,16814,16877,16813,True
Energy,DEV_VAL,1027,16815,16751,16814,16815,16878,16814,True
Energy,DEV_VAL,1028,16816,16752,16815,16816,16879,16815,True
Energy,DEV_VAL,1029,16817,16753,16816,16817,16880,16816,True
Energy,DEV_VAL,1030,16818,16754,16817,16818,16881,16817,True
Energy,DEV_VAL,1031,16819,16755,16818,16819,16882,16818,True
Energy,DEV_VAL,1032,16820,16756,16819,16820,16883,16819,True
Energy,DEV_VAL,1033,16821,16757,16820,16821,16884,16820,True
Energy,DEV_VAL,1034,16822,16758,16821,16822,16885,16821,True
Energy,DEV_VAL,1035,16823,16759,16822,16823,16886,16822,True
Energy,DEV_VAL,1036,16824,16760,16823,16824,16887,16823,True
Energy,DEV_VAL,1037,16825,16761,16824,16825,16888,16824,True
Energy,DEV_VAL,1038,16826,16762,16825,16826,16889,16825,True
Energy,DEV_VAL,1039,16827,16763,16826,16827,16890,16826,True
Energy,DEV_VAL,1040,16828,16764,16827,16828,16891,16827,True
Energy,DEV_VAL,1041,16829,16765,16828,16829,16892,16828,True
Energy,DEV_VAL,1042,16830,16766,16829,16830,16893,16829,True
Energy,DEV_VAL,1043,16831,16767,16830,16831,16894,16830,True
Energy,DEV_VAL,1044,16832,16768,16831,16832,16895,16831,True
Energy,DEV_VAL,1045,16833,16769,16832,16833,16896,16832,True
Energy,DEV_VAL,1046,16834,16770,16833,16834,16897,16833,True
Energy,DEV_VAL,1047,16835,16771,16834,16835,16898,16834,True
Energy,DEV_VAL,1048,16836,16772,16835,16836,16899,16835,True
Energy,DEV_VAL,1049,16837,16773,16836,16837,16900,16836,True
Energy,DEV_VAL,1050,16838,16774,16837,16838,16901,16837,True
Energy,DEV_VAL,1051,16839,16775,16838,16839,16902,16838,True
Energy,DEV_VAL,1052,16840,16776,16839,16840,16903,16839,True
Energy,DEV_VAL,1053,16841,16777,16840,16841,16904,16840,True
Energy,DEV_VAL,1054,16842,16778,16841,16842,16905,16841,True
Energy,DEV_VAL,1055,16843,16779,16842,16843,16906,16842,True
Energy,DEV_VAL,1056,16844,16780,16843,16844,16907,16843,True
Energy,DEV_VAL,1057,16845,16781,16844,16845,16908,16844,True
Energy,DEV_VAL,1058,16846,16782,16845,16846,16909,16845,True
Energy,DEV_VAL,1059,16847,16783,16846,16847,16910,16846,True
Energy,DEV_VAL,1060,16848,16784,16847,16848,16911,16847,True
Energy,DEV_VAL,1061,16849,16785,16848,16849,16912,16848,True
Energy,DEV_VAL,1062,16850,16786,16849,16850,16913,16849,True
Energy,DEV_VAL,1063,16851,16787,16850,16851,16914,16850,True
Energy,DEV_VAL,1064,16852,16788,16851,16852,16915,16851,True
Energy,DEV_VAL,1065,16853,16789,16852,16853,16916,16852,True
Energy,DEV_VAL,1066,16854,16790,16853,16854,16917,16853,True
Energy,DEV_VAL,1067,16855,16791,16854,16855,16918,16854,True
Energy,DEV_VAL,1068,16856,16792,16855,16856,16919,16855,True
Energy,DEV_VAL,1069,16857,16793,16856,16857,16920,16856,True
Energy,DEV_VAL,1070,16858,16794,16857,16858,16921,16857,True
Energy,DEV_VAL,1071,16859,16795,16858,16859,16922,16858,True
Energy,DEV_VAL,1072,16860,16796,16859,16860,16923,16859,True
Energy,DEV_VAL,1073,16861,16797,16860,16861,16924,16860,True
Energy,DEV_VAL,1074,16862,16798,16861,16862,16925,16861,True
Energy,DEV_VAL,1075,16863,16799,16862,16863,16926,16862,True
Energy,DEV_VAL,1076,16864,16800,16863,16864,16927,16863,True
Energy,DEV_VAL,1077,16865,16801,16864,16865,16928,16864,True
Energy,DEV_VAL,1078,16866,16802,16865,16866,16929,16865,True
Energy,DEV_VAL,1079,16867,16803,16866,16867,16930,16866,True
Energy,DEV_VAL,1080,16868,16804,16867,16868,16931,16867,True
Energy,DEV_VAL,1081,16869,16805,16868,16869,16932,16868,True
Energy,DEV_VAL,1082,16870,16806,16869,16870,16933,16869,True
Energy,DEV_VAL,1083,16871,16807,16870,16871,16934,16870,True
Energy,DEV_VAL,1084,16872,16808,16871,16872,16935,16871,True
Energy,DEV_VAL,1085,16873,16809,16872,16873,16936,16872,True
Energy,DEV_VAL,1086,16874,16810,16873,16874,16937,16873,True
Energy,DEV_VAL,1087,16875,16811,16874,16875,16938,16874,True
Energy,DEV_VAL,1088,16876,16812,16875,16876,16939,16875,True
Energy,DEV_VAL,1089,16877,16813,16876,16877,16940,16876,True
Energy,DEV_VAL,1090,16878,16814,16877,16878,16941,16877,True
Energy,DEV_VAL,1091,16879,16815,16878,16879,16942,16878,True
Energy,DEV_VAL,1092,16880,16816,16879,16880,16943,16879,True
Energy,DEV_VAL,1093,16881,16817,16880,16881,16944,16880,True
Energy,DEV_VAL,1094,16882,16818,16881,16882,16945,16881,True
Energy,DEV_VAL,1095,16883,16819,16882,16883,16946,16882,True
Energy,DEV_VAL,1096,16884,16820,16883,16884,16947,16883,True
Energy,DEV_VAL,1097,16885,16821,16884,16885,16948,16884,True
Energy,DEV_VAL,1098,16886,16822,16885,16886,16949,16885,True
Energy,DEV_VAL,1099,16887,16823,16886,16887,16950,16886,True
Energy,DEV_VAL,1100,16888,16824,16887,16888,16951,16887,True
Energy,DEV_VAL,1101,16889,16825,16888,16889,16952,16888,True
Energy,DEV_VAL,1102,16890,16826,16889,16890,16953,16889,True
Energy,DEV_VAL,1103,16891,16827,16890,16891,16954,16890,True
Energy,DEV_VAL,1104,16892,16828,16891,16892,16955,16891,True
Energy,DEV_VAL,1105,16893,16829,16892,16893,16956,16892,True
Energy,DEV_VAL,1106,16894,16830,16893,16894,16957,16893,True
Energy,DEV_VAL,1107,16895,16831,16894,16895,16958,16894,True
Energy,DEV_VAL,1108,16896,16832,16895,16896,16959,16895,True
Energy,DEV_VAL,1109,16897,16833,16896,16897,16960,16896,True
Energy,DEV_VAL,1110,16898,16834,16897,16898,16961,16897,True
Energy,DEV_VAL,1111,16899,16835,16898,16899,16962,16898,True
Energy,DEV_VAL,1112,16900,16836,16899,16900,16963,16899,True
Energy,DEV_VAL,1113,16901,16837,16900,16901,16964,16900,True
Energy,DEV_VAL,1114,16902,16838,16901,16902,16965,16901,True
Energy,DEV_VAL,1115,16903,16839,16902,16903,16966,16902,True
Energy,DEV_VAL,1116,16904,16840,16903,16904,16967,16903,True
Energy,DEV_VAL,1117,16905,16841,16904,16905,16968,16904,True
Energy,DEV_VAL,1118,16906,16842,16905,16906,16969,16905,True
Energy,DEV_VAL,1119,16907,16843,16906,16907,16970,16906,True
Energy,DEV_VAL,1120,16908,16844,16907,16908,16971,16907,True
Energy,DEV_VAL,1121,16909,16845,16908,16909,16972,16908,True
Energy,DEV_VAL,1122,16910,16846,16909,16910,16973,16909,True
Energy,DEV_VAL,1123,16911,16847,16910,16911,16974,16910,True
Energy,DEV_VAL,1124,16912,16848,16911,16912,16975,16911,True
Energy,DEV_VAL,1125,16913,16849,16912,16913,16976,16912,True
Energy,DEV_VAL,1126,16914,16850,16913,16914,16977,16913,True
Energy,DEV_VAL,1127,16915,16851,16914,16915,16978,16914,True
Energy,DEV_VAL,1128,16916,16852,16915,16916,16979,16915,True
Energy,DEV_VAL,1129,16917,16853,16916,16917,16980,16916,True
Energy,DEV_VAL,1130,16918,16854,16917,16918,16981,16917,True
Energy,DEV_VAL,1131,16919,16855,16918,16919,16982,16918,True
Energy,DEV_VAL,1132,16920,16856,16919,16920,16983,16919,True
Energy,DEV_VAL,1133,16921,16857,16920,16921,16984,16920,True
Energy,DEV_VAL,1134,16922,16858,16921,16922,16985,16921,True
Energy,DEV_VAL,1135,16923,16859,16922,16923,16986,16922,True
Energy,DEV_VAL,1136,16924,16860,16923,16924,16987,16923,True
Energy,DEV_VAL,1137,16925,16861,16924,16925,16988,16924,True
Energy,DEV_VAL,1138,16926,16862,16925,16926,16989,16925,True
Energy,DEV_VAL,1139,16927,16863,16926,16927,16990,16926,True
Energy,DEV_VAL,1140,16928,16864,16927,16928,16991,16927,True
Energy,DEV_VAL,1141,16929,16865,16928,16929,16992,16928,True
Energy,DEV_VAL,1142,16930,16866,16929,16930,16993,16929,True
Energy,DEV_VAL,1143,16931,16867,16930,16931,16994,16930,True
Energy,DEV_VAL,1144,16932,16868,16931,16932,16995,16931,True
Energy,DEV_VAL,1145,16933,16869,16932,16933,16996,16932,True
Energy,DEV_VAL,1146,16934,16870,16933,16934,16997,16933,True
Energy,DEV_VAL,1147,16935,16871,16934,16935,16998,16934,True
Energy,DEV_VAL,1148,16936,16872,16935,16936,16999,16935,True
Energy,DEV_VAL,1149,16937,16873,16936,16937,17000,16936,True
Energy,DEV_VAL,1150,16938,16874,16937,16938,17001,16937,True
Energy,DEV_VAL,1151,16939,16875,16938,16939,17002,16938,True
Energy,DEV_VAL,1152,16940,16876,16939,16940,17003,16939,True
Energy,DEV_VAL,1153,16941,16877,16940,16941,17004,16940,True
Energy,DEV_VAL,1154,16942,16878,16941,16942,17005,16941,True
Energy,DEV_VAL,1155,16943,16879,16942,16943,17006,16942,True
Energy,DEV_VAL,1156,16944,16880,16943,16944,17007,16943,True
Energy,DEV_VAL,1157,16945,16881,16944,16945,17008,16944,True
Energy,DEV_VAL,1158,16946,16882,16945,16946,17009,16945,True
Energy,DEV_VAL,1159,16947,16883,16946,16947,17010,16946,True
Energy,DEV_VAL,1160,16948,16884,16947,16948,17011,16947,True
Energy,DEV_VAL,1161,16949,16885,16948,16949,17012,16948,True
Energy,DEV_VAL,1162,16950,16886,16949,16950,17013,16949,True
Energy,DEV_VAL,1163,16951,16887,16950,16951,17014,16950,True
Energy,DEV_VAL,1164,16952,16888,16951,16952,17015,16951,True
Energy,DEV_VAL,1165,16953,16889,16952,16953,17016,16952,True
Energy,DEV_VAL,1166,16954,16890,16953,16954,17017,16953,True
Energy,DEV_VAL,1167,16955,16891,16954,16955,17018,16954,True
Energy,DEV_VAL,1168,16956,16892,16955,16956,17019,16955,True
Energy,DEV_VAL,1169,16957,16893,16956,16957,17020,16956,True
Energy,DEV_VAL,1170,16958,16894,16957,16958,17021,16957,True
Energy,DEV_VAL,1171,16959,16895,16958,16959,17022,16958,True
Energy,DEV_VAL,1172,16960,16896,16959,16960,17023,16959,True
Energy,DEV_VAL,1173,16961,16897,16960,16961,17024,16960,True
Energy,DEV_VAL,1174,16962,16898,16961,16962,17025,16961,True
Energy,DEV_VAL,1175,16963,16899,16962,16963,17026,16962,True
Energy,DEV_VAL,1176,16964,16900,16963,16964,17027,16963,True
Energy,DEV_VAL,1177,16965,16901,16964,16965,17028,16964,True
Energy,DEV_VAL,1178,16966,16902,16965,16966,17029,16965,True
Energy,DEV_VAL,1179,16967,16903,16966,16967,17030,16966,True
Energy,DEV_VAL,1180,16968,16904,16967,16968,17031,16967,True
Energy,DEV_VAL,1181,16969,16905,16968,16969,17032,16968,True
Energy,DEV_VAL,1182,16970,16906,16969,16970,17033,16969,True
Energy,DEV_VAL,1183,16971,16907,16970,16971,17034,16970,True
Energy,DEV_VAL,1184,16972,16908,16971,16972,17035,16971,True
Energy,DEV_VAL,1185,16973,16909,16972,16973,17036,16972,True
Energy,DEV_VAL,1186,16974,16910,16973,16974,17037,16973,True
Energy,DEV_VAL,1187,16975,16911,16974,16975,17038,16974,True
Energy,DEV_VAL,1188,16976,16912,16975,16976,17039,16975,True
Energy,DEV_VAL,1189,16977,16913,16976,16977,17040,16976,True
Energy,DEV_VAL,1190,16978,16914,16977,16978,17041,16977,True
Energy,DEV_VAL,1191,16979,16915,16978,16979,17042,16978,True
Energy,DEV_VAL,1192,16980,16916,16979,16980,17043,16979,True
Energy,DEV_VAL,1193,16981,16917,16980,16981,17044,16980,True
Energy,DEV_VAL,1194,16982,16918,16981,16982,17045,16981,True
Energy,DEV_VAL,1195,16983,16919,16982,16983,17046,16982,True
Energy,DEV_VAL,1196,16984,16920,16983,16984,17047,16983,True
Energy,DEV_VAL,1197,16985,16921,16984,16985,17048,16984,True
Energy,DEV_VAL,1198,16986,16922,16985,16986,17049,16985,True
Energy,DEV_VAL,1199,16987,16923,16986,16987,17050,16986,True
Energy,DEV_VAL,1200,16988,16924,16987,16988,17051,16987,True
Energy,DEV_VAL,1201,16989,16925,16988,16989,17052,16988,True
Energy,DEV_VAL,1202,16990,16926,16989,16990,17053,16989,True
Energy,DEV_VAL,1203,16991,16927,16990,16991,17054,16990,True
Energy,DEV_VAL,1204,16992,16928,16991,16992,17055,16991,True
Energy,DEV_VAL,1205,16993,16929,16992,16993,17056,16992,True
Energy,DEV_VAL,1206,16994,16930,16993,16994,17057,16993,True
Energy,DEV_VAL,1207,16995,16931,16994,16995,17058,16994,True
Energy,DEV_VAL,1208,16996,16932,16995,16996,17059,16995,True
Energy,DEV_VAL,1209,16997,16933,16996,16997,17060,16996,True
Energy,DEV_VAL,1210,16998,16934,16997,16998,17061,16997,True
Energy,DEV_VAL,1211,16999,16935,16998,16999,17062,16998,True
Energy,DEV_VAL,1212,17000,16936,16999,17000,17063,16999,True
Energy,DEV_VAL,1213,17001,16937,17000,17001,17064,17000,True
Energy,DEV_VAL,1214,17002,16938,17001,17002,17065,17001,True
Energy,DEV_VAL,1215,17003,16939,17002,17003,17066,17002,True
Energy,DEV_VAL,1216,17004,16940,17003,17004,17067,17003,True
Energy,DEV_VAL,1217,17005,16941,17004,17005,17068,17004,True
Energy,DEV_VAL,1218,17006,16942,17005,17006,17069,17005,True
Energy,DEV_VAL,1219,17007,16943,17006,17007,17070,17006,True
Energy,DEV_VAL,1220,17008,16944,17007,17008,17071,17007,True
Energy,DEV_VAL,1221,17009,16945,17008,17009,17072,17008,True
Energy,DEV_VAL,1222,17010,16946,17009,17010,17073,17009,True
Energy,DEV_VAL,1223,17011,16947,17010,17011,17074,17010,True
Energy,DEV_VAL,1224,17012,16948,17011,17012,17075,17011,True
Energy,DEV_VAL,1225,17013,16949,17012,17013,17076,17012,True
Energy,DEV_VAL,1226,17014,16950,17013,17014,17077,17013,True
Energy,DEV_VAL,1227,17015,16951,17014,17015,17078,17014,True
Energy,DEV_VAL,1228,17016,16952,17015,17016,17079,17015,True
Energy,DEV_VAL,1229,17017,16953,17016,17017,17080,17016,True
Energy,DEV_VAL,1230,17018,16954,17017,17018,17081,17017,True
Energy,DEV_VAL,1231,17019,16955,17018,17019,17082,17018,True
Energy,DEV_VAL,1232,17020,16956,17019,17020,17083,17019,True
Energy,DEV_VAL,1233,17021,16957,17020,17021,17084,17020,True
Energy,DEV_VAL,1234,17022,16958,17021,17022,17085,17021,True
Energy,DEV_VAL,1235,17023,16959,17022,17023,17086,17022,True
Energy,DEV_VAL,1236,17024,16960,17023,17024,17087,17023,True
Energy,DEV_VAL,1237,17025,16961,17024,17025,17088,17024,True
Energy,DEV_VAL,1238,17026,16962,17025,17026,17089,17025,True
Energy,DEV_VAL,1239,17027,16963,17026,17027,17090,17026,True
Energy,DEV_VAL,1240,17028,16964,17027,17028,17091,17027,True
Energy,DEV_VAL,1241,17029,16965,17028,17029,17092,17028,True
Energy,DEV_VAL,1242,17030,16966,17029,17030,17093,17029,True
Energy,DEV_VAL,1243,17031,16967,17030,17031,17094,17030,True
Energy,DEV_VAL,1244,17032,16968,17031,17032,17095,17031,True
Energy,DEV_VAL,1245,17033,16969,17032,17033,17096,17032,True
Energy,DEV_VAL,1246,17034,16970,17033,17034,17097,17033,True
Energy,DEV_VAL,1247,17035,16971,17034,17035,17098,17034,True
Energy,DEV_VAL,1248,17036,16972,17035,17036,17099,17035,True
Energy,DEV_VAL,1249,17037,16973,17036,17037,17100,17036,True
Energy,DEV_VAL,1250,17038,16974,17037,17038,17101,17037,True
Energy,DEV_VAL,1251,17039,16975,17038,17039,17102,17038,True
Energy,DEV_VAL,1252,17040,16976,17039,17040,17103,17039,True
Energy,DEV_VAL,1253,17041,16977,17040,17041,17104,17040,True
Energy,DEV_VAL,1254,17042,16978,17041,17042,17105,17041,True
Energy,DEV_VAL,1255,17043,16979,17042,17043,17106,17042,True
Energy,DEV_VAL,1256,17044,16980,17043,17044,17107,17043,True
Energy,DEV_VAL,1257,17045,16981,17044,17045,17108,17044,True
Energy,DEV_VAL,1258,17046,16982,17045,17046,17109,17045,True
Energy,DEV_VAL,1259,17047,16983,17046,17047,17110,17046,True
Energy,DEV_VAL,1260,17048,16984,17047,17048,17111,17047,True
Energy,DEV_VAL,1261,17049,16985,17048,17049,17112,17048,True
Energy,DEV_VAL,1262,17050,16986,17049,17050,17113,17049,True
Energy,DEV_VAL,1263,17051,16987,17050,17051,17114,17050,True
Energy,DEV_VAL,1264,17052,16988,17051,17052,17115,17051,True
Energy,DEV_VAL,1265,17053,16989,17052,17053,17116,17052,True
Energy,DEV_VAL,1266,17054,16990,17053,17054,17117,17053,True
Energy,DEV_VAL,1267,17055,16991,17054,17055,17118,17054,True
Energy,DEV_VAL,1268,17056,16992,17055,17056,17119,17055,True
Energy,DEV_VAL,1269,17057,16993,17056,17057,17120,17056,True
Energy,DEV_VAL,1270,17058,16994,17057,17058,17121,17057,True
Energy,DEV_VAL,1271,17059,16995,17058,17059,17122,17058,True
Energy,DEV_VAL,1272,17060,16996,17059,17060,17123,17059,True
Energy,DEV_VAL,1273,17061,16997,17060,17061,17124,17060,True
Energy,DEV_VAL,1274,17062,16998,17061,17062,17125,17061,True
Energy,DEV_VAL,1275,17063,16999,17062,17063,17126,17062,True
Energy,DEV_VAL,1276,17064,17000,17063,17064,17127,17063,True
Energy,DEV_VAL,1277,17065,17001,17064,17065,17128,17064,True
Energy,DEV_VAL,1278,17066,17002,17065,17066,17129,17065,True
Energy,DEV_VAL,1279,17067,17003,17066,17067,17130,17066,True
Energy,DEV_VAL,1280,17068,17004,17067,17068,17131,17067,True
Energy,DEV_VAL,1281,17069,17005,17068,17069,17132,17068,True
Energy,DEV_VAL,1282,17070,17006,17069,17070,17133,17069,True
Energy,DEV_VAL,1283,17071,17007,17070,17071,17134,17070,True
Energy,DEV_VAL,1284,17072,17008,17071,17072,17135,17071,True
Energy,DEV_VAL,1285,17073,17009,17072,17073,17136,17072,True
Energy,DEV_VAL,1286,17074,17010,17073,17074,17137,17073,True
Energy,DEV_VAL,1287,17075,17011,17074,17075,17138,17074,True
Energy,DEV_VAL,1288,17076,17012,17075,17076,17139,17075,True
Energy,DEV_VAL,1289,17077,17013,17076,17077,17140,17076,True
Energy,DEV_VAL,1290,17078,17014,17077,17078,17141,17077,True
Energy,DEV_VAL,1291,17079,17015,17078,17079,17142,17078,True
Energy,DEV_VAL,1292,17080,17016,17079,17080,17143,17079,True
Energy,DEV_VAL,1293,17081,17017,17080,17081,17144,17080,True
Energy,DEV_VAL,1294,17082,17018,17081,17082,17145,17081,True
Energy,DEV_VAL,1295,17083,17019,17082,17083,17146,17082,True
Energy,DEV_VAL,1296,17084,17020,17083,17084,17147,17083,True
Energy,DEV_VAL,1297,17085,17021,17084,17085,17148,17084,True
Energy,DEV_VAL,1298,17086,17022,17085,17086,17149,17085,True
