PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
947.0,4.8,751.0,922.0,1358.0,595.0,36.5,20.8,1.2446
997.0,5.9,808.0,870.0,1447.0,662.0,38.8,19.1,1.3035
1026.0,6.0,813.0,843.0,1463.0,692.0,38.8,19.8,1.3513
973.0,5.0,764.0,914.0,1373.0,619.0,38.1,19.7,1.2928
925.0,4.2,721.0,969.0,1317.0,484.0,36.1,20.7,1.2151
957.0,5.0,766.0,929.0,1380.0,516.0,32.8,24.3,1.1894
1029.0,7.5,877.0,807.0,1489.0,776.0,30.4,29.8,1.2712
1109.0,9.3,952.0,735.0,1601.0,1041.0,29.1,33.6,1.3314
1105.0,10.0,977.0,692.0,1618.0,1138.0,28.6,35.7,1.3726
1039.0,8.2,906.0,728.0,1545.0,1091.0,28.0,36.1,1.3425
965.0,6.4,832.0,795.0,1455.0,978.0,25.8,39.5,1.2949
955.0,6.0,812.0,823.0,1464.0,936.0,25.1,40.1,1.2544
935.0,5.4,782.0,847.0,1428.0,867.0,24.4,42.5,1.2854
902.0,4.4,735.0,890.0,1410.0,781.0,23.0,46.2,1.2783
875.0,4.1,714.0,903.0,1379.0,746.0,22.5,46.7,1.261
884.0,4.3,729.0,920.0,1389.0,837.0,22.9,45.7,1.2621
942.0,6.3,825.0,870.0,1450.0,995.0,23.8,41.8,1.2149
1077.0,10.9,1012.0,708.0,1633.0,1138.0,24.4,42.6,1.2866
1040.0,11.2,1022.0,713.0,1624.0,998.0,27.3,36.8,1.3189
982.0,6.5,836.0,840.0,1498.0,696.0,29.6,35.4,1.4426
995.0,5.7,800.0,896.0,1501.0,615.0,34.6,28.3,1.5338
1024.0,7.0,859.0,810.0,1576.0,710.0,33.1,32.6,1.6188
1029.0,5.6,791.0,855.0,1567.0,651.0,33.3,33.1,1.6642
1003.0,5.5,787.0,850.0,1518.0,636.0,34.6,30.1,1.6296
987.0,5.4,782.0,875.0,1514.0,593.0,34.9,29.5,1.6275
1023.0,7.0,859.0,810.0,1590.0,684.0,35.6,28.5,1.6293
1023.0,7.4,875.0,785.0,1590.0,711.0,36.4,27.1,1.6226
1064.0,9.1,942.0,735.0,1650.0,801.0,36.8,26.2,1.5984
1042.0,8.9,936.0,759.0,1630.0,770.0,36.4,26.8,1.6038
1059.0,9.2,947.0,733.0,1671.0,813.0,33.3,32.8,1.6527
1050.0,8.5,921.0,743.0,1683.0,851.0,31.3,39.5,1.7798
1025.0,7.9,896.0,738.0,1693.0,823.0,29.9,44.7,1.8511
1029.0,6.1,816.0,804.0,1624.0,778.0,29.1,48.4,1.9186
1055.0,6.4,831.0,769.0,1686.0,827.0,28.0,52.9,1.964
1001.0,5.7,799.0,800.0,1642.0,753.0,27.7,53.0,1.9423
936.0,4.4,730.0,864.0,1551.0,726.0,27.7,52.6,1.9202
863.0,2.3,608.0,1035.0,1465.0,597.0,28.3,49.5,1.8782
834.0,1.8,565.0,1187.0,1444.0,473.0,28.8,49.0,1.9112
841.0,1.9,578.0,1144.0,1464.0,463.0,27.7,52.5,1.923
871.0,2.4,611.0,1077.0,1494.0,526.0,27.5,53.0,1.9097
962.0,4.7,747.0,862.0,1605.0,712.0,27.1,54.4,1.9168
1083.0,7.8,889.0,725.0,1734.0,918.0,27.6,52.1,1.8936
1061.0,7.8,891.0,721.0,1697.0,894.0,29.0,48.5,1.9133
1012.0,6.3,824.0,803.0,1612.0,710.0,31.0,42.9,1.8909
1031.0,6.5,834.0,793.0,1640.0,737.0,32.5,39.4,1.8982
1011.0,6.1,816.0,830.0,1614.0,680.0,36.9,30.9,1.8934
1009.0,6.3,824.0,822.0,1606.0,670.0,36.2,30.6,1.8105
980.0,5.6,793.0,858.0,1549.0,654.0,37.7,27.7,1.778
961.0,5.8,803.0,852.0,1552.0,618.0,37.1,27.2,1.6874
966.0,5.4,784.0,870.0,1530.0,652.0,39.5,24.3,1.7216
1022.0,6.8,849.0,813.0,1583.0,732.0,39.9,23.8,1.7127
1091.0,9.3,953.0,723.0,1688.0,853.0,39.6,24.3,1.7255
1063.0,8.5,919.0,735.0,1676.0,821.0,37.2,29.1,1.8185
1116.0,9.3,952.0,702.0,1759.0,895.0,33.9,37.1,1.9264
1101.0,7.4,875.0,722.0,1748.0,927.0,31.6,43.6,1.9944
1072.0,6.4,831.0,757.0,1677.0,857.0,30.3,47.3,2.0034
1080.0,7.8,890.0,723.0,1702.0,869.0,29.8,49.1,2.0248
1005.0,5.6,792.0,809.0,1638.0,725.0,29.0,51.7,2.0375
998.0,5.3,776.0,810.0,1608.0,665.0,28.5,52.1,2.0036
1000.0,5.0,763.0,807.0,1619.0,680.0,27.7,53.7,1.9661
932.0,4.2,720.0,859.0,1562.0,605.0,27.4,53.5,1.9267
808.0,1.4,539.0,1206.0,1383.0,427.0,28.5,48.7,1.872
795.0,1.0,494.0,1398.0,1353.0,400.0,28.9,48.4,1.8982
886.0,2.4,613.0,1075.0,1484.0,522.0,27.1,54.8,1.9309
974.0,4.5,740.0,873.0,1595.0,703.0,26.1,59.0,1.9669
1112.0,8.9,936.0,683.0,1792.0,965.0,26.7,58.0,2.0023
1175.0,12.9,1080.0,591.0,1931.0,1102.0,27.9,54.9,2.0353
1091.0,8.6,925.0,701.0,1753.0,1058.0,29.7,50.5,2.0767
1066.0,7.8,890.0,747.0,1690.0,906.0,32.2,41.4,1.9624
1031.0,7.7,887.0,777.0,1665.0,844.0,35.6,32.2,1.8408
1004.0,7.3,868.0,772.0,1632.0,763.0,35.7,31.4,1.8025
927.0,3.8,698.0,919.0,1537.0,555.0,35.5,34.9,1.9841
924.0,3.3,673.0,960.0,1522.0,520.0,35.0,35.5,1.962
912.0,3.3,671.0,964.0,1508.0,508.0,35.1,34.6,1.9255
976.0,4.8,752.0,876.0,1561.0,545.0,36.8,30.5,1.8572
989.0,5.7,798.0,840.0,1607.0,584.0,34.5,34.7,1.8667
986.0,5.6,794.0,845.0,1619.0,590.0,33.0,38.1,1.8813
984.0,5.7,800.0,836.0,1607.0,610.0,30.8,43.1,1.8761
1000.0,7.0,857.0,767.0,1634.0,689.0,29.1,46.9,1.8652
996.0,6.8,848.0,763.0,1657.0,713.0,28.2,49.8,1.8795
1013.0,8.3,913.0,717.0,1685.0,785.0,27.5,50.4,1.823
1004.0,6.9,851.0,767.0,1632.0,754.0,27.3,49.1,1.7503
949.0,6.0,814.0,824.0,1563.0,653.0,26.7,46.7,1.6121
895.0,5.4,783.0,863.0,1502.0,575.0,26.0,45.0,1.4913
863.0,3.9,707.0,927.0,1407.0,537.0,25.0,47.3,1.4771
786.0,2.0,587.0,1150.0,1300.0,413.0,25.3,44.3,1.4032
792.0,2.2,597.0,1137.0,1320.0,417.0,24.3,46.3,1.3857
816.0,3.0,653.0,1058.0,1332.0,486.0,24.8,43.4,1.3347
826.0,3.5,682.0,1088.0,1342.0,532.0,24.5,40.6,1.2327
826.0,3.8,698.0,1017.0,1331.0,542.0,25.7,36.9,1.1991
809.0,3.2,664.0,1061.0,1323.0,459.0,26.8,35.0,1.2175
809.0,2.6,624.0,1131.0,1309.0,415.0,28.0,34.9,1.3008
853.0,3.5,681.0,1031.0,1368.0,457.0,29.0,34.1,1.3445
814.0,3.1,657.0,1086.0,1332.0,429.0,30.4,30.8,1.3155
807.0,3.1,658.0,1113.0,1328.0,428.0,32.4,26.3,1.2523
811.0,3.0,653.0,1120.0,1336.0,423.0,31.0,28.9,1.277
796.0,2.2,601.0,1171.0,1314.0,410.0,29.3,33.1,1.322
833.0,3.0,649.0,1142.0,1354.0,437.0,26.9,35.2,1.2334
856.0,3.5,684.0,1023.0,1368.0,520.0,28.1,34.2,1.2802
830.0,3.7,696.0,1060.0,1328.0,461.0,28.5,29.4,1.1298
883.0,5.4,782.0,958.0,1395.0,571.0,27.3,31.0,1.111
965.0,8.9,936.0,808.0,1535.0,866.0,25.4,36.2,1.1562
931.0,7.8,890.0,831.0,1474.0,841.0,24.6,38.0,1.158
885.0,5.6,791.0,941.0,1425.0,706.0,24.3,41.6,1.2467
900.0,5.2,773.0,944.0,1426.0,703.0,24.9,40.8,1.2696
904.0,6.7,845.0,878.0,1483.0,775.0,23.8,44.7,1.3019
944.0,8.0,900.0,809.0,1549.0,830.0,22.8,49.8,1.367
907.0,6.4,832.0,868.0,1492.0,808.0,22.8,49.4,1.3568
886.0,5.2,774.0,868.0,1486.0,815.0,20.9,57.4,1.4037
882.0,5.1,767.0,856.0,1492.0,897.0,20.5,60.6,1.447
843.0,4.0,713.0,917.0,1426.0,836.0,19.6,63.7,1.4396
825.0,3.7,694.0,935.0,1415.0,774.0,19.4,64.5,1.4394
791.0,2.8,638.0,1038.0,1389.0,698.0,18.6,67.4,1.4302
856.0,4.5,735.0,936.0,1455.0,800.0,19.6,63.7,1.4419
861.0,4.7,746.0,911.0,1448.0,771.0,21.7,56.4,1.4496
924.0,6.0,814.0,830.0,1519.0,798.0,25.2,47.4,1.4978
941.0,5.8,805.0,842.0,1512.0,755.0,30.4,34.1,1.4577
879.0,5.2,775.0,899.0,1407.0,657.0,33.4,25.1,1.2665
816.0,4.6,742.0,1009.0,1305.0,537.0,35.5,18.2,1.0376
715.0,2.1,589.0,1286.0,1127.0,390.0,35.1,15.7,0.8757
717.0,1.8,570.0,1326.0,1110.0,368.0,33.3,17.1,0.8592
711.0,2.8,640.0,1224.0,1084.0,391.0,36.6,11.8,0.7107
731.0,3.6,686.0,1212.0,1104.0,413.0,38.3,10.0,0.6591
752.0,4.0,713.0,1163.0,1144.0,435.0,37.3,10.9,0.6846
879.0,5.3,779.0,999.0,1347.0,535.0,34.6,20.0,1.0817
922.0,7.4,874.0,851.0,1447.0,663.0,30.4,28.2,1.204
958.0,8.0,900.0,782.0,1493.0,830.0,28.1,34.3,1.2821
949.0,7.4,876.0,773.0,1500.0,911.0,26.5,36.6,1.2484
922.0,6.1,818.0,826.0,1454.0,848.0,25.7,38.5,1.2548
902.0,5.5,790.0,856.0,1428.0,799.0,24.7,41.6,1.2751
932.0,6.2,820.0,817.0,1462.0,921.0,23.6,45.4,1.3067
870.0,4.4,733.0,903.0,1392.0,762.0,23.4,46.3,1.3134
812.0,3.4,675.0,995.0,1348.0,661.0,21.6,51.6,1.3171
773.0,2.4,613.0,1065.0,1321.0,597.0,21.2,53.3,1.328
769.0,2.0,582.0,1105.0,1306.0,616.0,20.6,55.1,1.3237
763.0,2.0,583.0,1093.0,1288.0,596.0,22.1,49.6,1.3022
809.0,3.8,701.0,997.0,1384.0,649.0,21.1,51.6,1.2784
893.0,7.6,881.0,810.0,1486.0,792.0,21.8,48.6,1.2556
1028.0,14.9,1146.0,638.0,1766.0,1080.0,21.7,49.1,1.2602
1011.0,12.0,1051.0,702.0,1659.0,1087.0,25.3,41.7,1.3243
994.0,9.2,947.0,764.0,1572.0,983.0,30.3,30.9,1.3096
937.0,8.2,908.0,822.0,1466.0,826.0,32.9,24.9,1.2269
902.0,5.9,808.0,912.0,1408.0,632.0,34.4,23.5,1.2541
860.0,4.7,748.0,955.0,1344.0,532.0,34.3,22.5,1.1974
843.0,4.1,716.0,1005.0,1305.0,496.0,33.4,21.6,1.0927
872.0,4.9,760.0,979.0,1314.0,513.0,36.1,18.4,1.0827
857.0,5.2,775.0,979.0,1258.0,512.0,37.3,15.4,0.9692
922.0,7.5,878.0,880.0,1363.0,615.0,36.8,16.2,0.9922
951.0,7.4,875.0,856.0,1406.0,600.0,34.9,20.9,1.1463
962.0,7.8,891.0,813.0,1442.0,634.0,30.8,26.5,1.1603
957.0,8.6,926.0,758.0,1480.0,830.0,28.9,28.3,1.1078
928.0,6.5,837.0,808.0,1410.0,871.0,27.0,30.7,1.079
895.0,6.8,846.0,819.0,1371.0,787.0,26.6,30.6,1.0459
902.0,5.7,797.0,845.0,1355.0,841.0,26.0,33.1,1.0955
904.0,5.8,801.0,852.0,1400.0,862.0,24.1,37.9,1.1204
919.0,5.7,799.0,844.0,1409.0,881.0,22.2,43.1,1.1396
812.0,3.2,663.0,982.0,1265.0,709.0,22.8,41.3,1.1284
776.0,2.1,590.0,1099.0,1245.0,602.0,21.2,43.8,1.088
762.0,1.7,563.0,1181.0,1208.0,492.0,21.7,42.6,1.0907
786.0,2.8,642.0,1057.0,1270.0,592.0,20.2,47.1,1.1021
868.0,5.7,798.0,866.0,1392.0,824.0,20.1,47.8,1.1093
965.0,10.0,977.0,725.0,1515.0,1014.0,20.6,45.5,1.0925
1049.0,14.5,1133.0,630.0,1662.0,1208.0,22.4,41.1,1.0979
1008.0,9.9,973.0,714.0,1509.0,1178.0,25.0,36.6,1.143
1008.0,11.2,1021.0,714.0,1549.0,1176.0,29.9,26.2,1.0891
973.0,8.3,911.0,800.0,1441.0,891.0,32.9,21.8,1.0714
964.0,9.5,959.0,787.0,1438.0,731.0,35.0,17.9,0.99
923.0,7.1,862.0,875.0,1363.0,626.0,34.6,18.2,0.9832
934.0,6.0,811.0,896.0,1343.0,553.0,33.8,22.8,1.1781
1036.0,9.1,943.0,770.0,1509.0,770.0,36.3,19.5,1.1539
1076.0,10.4,994.0,723.0,1549.0,938.0,38.3,17.9,1.181
1055.0,8.7,927.0,757.0,1520.0,716.0,36.9,20.9,1.2864
1081.0,9.0,938.0,728.0,1568.0,714.0,33.9,30.0,1.56
1072.0,6.8,850.0,737.0,1604.0,702.0,29.8,43.4,1.7988
1038.0,5.2,773.0,749.0,1568.0,687.0,27.5,50.4,1.8274
1059.0,5.7,800.0,740.0,1604.0,739.0,27.5,50.4,1.8284
1070.0,6.9,852.0,704.0,1639.0,867.0,28.1,48.0,1.7933
1093.0,7.8,893.0,677.0,1678.0,927.0,26.9,49.6,1.7299
1016.0,6.8,849.0,729.0,1609.0,872.0,26.0,48.0,1.5899
988.0,6.3,825.0,756.0,1559.0,848.0,24.9,50.6,1.5747
930.0,4.7,749.0,823.0,1464.0,777.0,23.7,53.2,1.5418
815.0,2.0,584.0,1102.0,1363.0,513.0,24.5,50.9,1.5416
884.0,3.6,686.0,908.0,1439.0,651.0,22.9,56.1,1.5492
913.0,4.4,730.0,883.0,1493.0,774.0,23.3,55.5,1.5636
994.0,6.4,829.0,784.0,1581.0,982.0,23.6,54.2,1.5583
1173.0,11.9,1047.0,631.0,1815.0,1175.0,24.9,52.9,1.643
1314.0,21.0,1325.0,499.0,2143.0,1390.0,26.4,50.8,1.7166
1252.0,15.6,1168.0,557.0,1938.0,1352.0,28.1,47.4,1.7753
1151.0,12.1,1053.0,623.0,1835.0,1152.0,30.2,43.2,1.823
1122.0,9.3,951.0,687.0,1729.0,1022.0,31.2,41.9,1.871
1111.0,8.7,927.0,707.0,1715.0,922.0,33.9,36.0,1.8692
1058.0,7.9,894.0,736.0,1648.0,825.0,33.9,34.1,1.7754
972.0,6.2,820.0,811.0,1535.0,630.0,34.4,30.6,1.6402
985.0,6.3,826.0,808.0,1544.0,621.0,35.3,28.5,1.6034
1004.0,6.0,814.0,808.0,1520.0,602.0,36.3,28.3,1.6851
1030.0,7.9,897.0,733.0,1592.0,668.0,35.3,29.4,1.6577
965.0,5.8,802.0,821.0,1504.0,564.0,32.5,34.1,1.6453
987.0,6.3,824.0,793.0,1541.0,581.0,29.1,42.1,1.6695
923.0,6.0,811.0,804.0,1434.0,604.0,27.8,35.6,1.3116
872.0,6.3,824.0,853.0,1346.0,590.0,27.0,30.0,1.0542
939.0,6.8,849.0,804.0,1479.0,650.0,26.3,37.3,1.2555
954.0,7.0,855.0,792.0,1474.0,745.0,25.2,40.8,1.2877
969.0,7.0,857.0,753.0,1485.0,821.0,24.3,43.3,1.2973
882.0,5.0,763.0,879.0,1388.0,656.0,23.3,45.3,1.2794
805.0,2.8,637.0,1048.0,1276.0,520.0,24.1,44.0,1.3034
790.0,2.1,590.0,1122.0,1257.0,493.0,23.8,44.8,1.3061
779.0,1.7,560.0,1189.0,1231.0,487.0,23.0,47.7,1.3232
842.0,2.8,640.0,1070.0,1293.0,595.0,23.7,46.7,1.3501
841.8478261,2.82173913,641.2826087,1066.565217,1294.478261,599.3695652,23.61521739,46.97391304,1.350108696
841.6956522,2.843478261,642.5652174,1063.130435,1295.956522,603.7391304,23.53043478,47.24782609,1.350117391
841.5434783,2.865217391,643.8478261,1059.695652,1297.434783,608.1086957,23.44565217,47.52173913,1.350126087
841.3913043,2.886956522,645.1304348,1056.26087,1298.913043,612.4782609,23.36086957,47.79565217,1.350134783
841.2391304,2.908695652,646.4130435,1052.826087,1300.391304,616.8478261,23.27608696,48.06956522,1.350143478
841.0869565,2.930434783,647.6956522,1049.391304,1301.869565,621.2173913,23.19130435,48.34347826,1.350152174
840.9347826,2.952173913,648.9782609,1045.956522,1303.347826,625.5869565,23.10652174,48.6173913,1.35016087
840.7826087,2.973913043,650.2608696,1042.521739,1304.826087,629.9565217,23.02173913,48.89130435,1.350169565
840.6304348,2.995652174,651.5434783,1039.086957,1306.304348,634.326087,22.93695652,49.16521739,1.350178261
840.4782609,3.017391304,652.826087,1035.652174,1307.782609,638.6956522,22.85217391,49.43913043,1.350186957
840.326087,3.039130435,654.1086957,1032.217391,1309.26087,643.0652174,22.7673913,49.71304348,1.350195652
840.173913,3.060869565,655.3913043,1028.782609,1310.73913,647.4347826,22.6826087,49.98695652,1.350204348
840.0217391,3.082608696,656.673913,1025.347826,1312.217391,651.8043478,22.59782609,50.26086957,1.350213043
839.8695652,3.104347826,657.9565217,1021.913043,1313.695652,656.173913,22.51304348,50.53478261,1.350221739
839.7173913,3.126086957,659.2391304,1018.478261,1315.173913,660.5434783,22.42826087,50.80869565,1.350230435
839.5652174,3.147826087,660.5217391,1015.043478,1316.652174,664.9130435,22.34347826,51.0826087,1.35023913
839.4130435,3.169565217,661.8043478,1011.608696,1318.130435,669.2826087,22.25869565,51.35652174,1.350247826
839.2608696,3.191304348,663.0869565,1008.173913,1319.608696,673.6521739,22.17391304,51.63043478,1.350256522
839.1086957,3.213043478,664.3695652,1004.73913,1321.086957,678.0217391,22.08913043,51.90434783,1.350265217
838.9565217,3.234782609,665.6521739,1001.304348,1322.565217,682.3913043,22.00434783,52.17826087,1.350273913
838.8043478,3.256521739,666.9347826,997.8695652,1324.043478,686.7608696,21.91956522,52.45217391,1.350282609
838.6521739,3.27826087,668.2173913,994.4347826,1325.521739,691.1304348,21.83478261,52.72608696,1.350291304
838.5,3.3,669.5,991.0,1327.0,695.5,21.75,53.0,1.3503
838.3478261,3.32173913,670.7826087,987.5652174,1328.478261,699.8695652,21.66521739,53.27391304,1.350308696
838.1956522,3.343478261,672.0652174,984.1304348,1329.956522,704.2391304,21.58043478,53.54782609,1.350317391
838.0434783,3.365217391,673.3478261,980.6956522,1331.434783,708.6086957,21.49565217,53.82173913,1.350326087
837.8913043,3.386956522,674.6304348,977.2608696,1332.913043,712.9782609,21.41086957,54.09565217,1.350334783
837.7391304,3.408695652,675.9130435,973.826087,1334.391304,717.3478261,21.32608696,54.36956522,1.350343478
837.5869565,3.430434783,677.1956522,970.3913043,1335.869565,721.7173913,21.24130435,54.64347826,1.350352174
837.4347826,3.452173913,678.4782609,966.9565217,1337.347826,726.0869565,21.15652174,54.9173913,1.35036087
837.2826087,3.473913043,679.7608696,963.5217391,1338.826087,730.4565217,21.07173913,55.19130435,1.350369565
837.1304348,3.495652174,681.0434783,960.0869565,1340.304348,734.826087,20.98695652,55.46521739,1.350378261
836.9782609,3.517391304,682.326087,956.6521739,1341.782609,739.1956522,20.90217391,55.73913043,1.350386957
836.826087,3.539130435,683.6086957,953.2173913,1343.26087,743.5652174,20.8173913,56.01304348,1.350395652
836.673913,3.560869565,684.8913043,949.7826087,1344.73913,747.9347826,20.7326087,56.28695652,1.350404348
836.5217391,3.582608696,686.173913,946.3478261,1346.217391,752.3043478,20.64782609,56.56086957,1.350413043
836.3695652,3.604347826,687.4565217,942.9130435,1347.695652,756.673913,20.56304348,56.83478261,1.350421739
836.2173913,3.626086957,688.7391304,939.4782609,1349.173913,761.0434783,20.47826087,57.10869565,1.350430435
836.0652174,3.647826087,690.0217391,936.0434783,1350.652174,765.4130435,20.39347826,57.3826087,1.35043913
835.9130435,3.669565217,691.3043478,932.6086957,1352.130435,769.7826087,20.30869565,57.65652174,1.350447826
835.7608696,3.691304348,692.5869565,929.173913,1353.608696,774.1521739,20.22391304,57.93043478,1.350456522
835.6086957,3.713043478,693.8695652,925.7391304,1355.086957,778.5217391,20.13913043,58.20434783,1.350465217
835.4565217,3.734782609,695.1521739,922.3043478,1356.565217,782.8913043,20.05434783,58.47826087,1.350473913
835.3043478,3.756521739,696.4347826,918.8695652,1358.043478,787.2608696,19.96956522,58.75217391,1.350482609
835.1521739,3.77826087,697.7173913,915.4347826,1359.521739,791.6304348,19.88478261,59.02608696,1.350491304
835.0,3.8,699.0,912.0,1361.0,796.0,19.8,59.3,1.3505
792.0,2.5,621.0,1015.0,1322.0,714.0,20.0,59.3,1.3681
749.0,1.7,559.0,1145.0,1255.0,584.0,22.5,48.6,1.3077
803.0,3.4,676.0,975.0,1303.0,676.0,19.5,57.0,1.2739
818.0,4.3,726.0,921.0,1330.0,685.0,19.6,56.1,1.2651
932.0,7.1,861.0,767.0,1483.0,894.0,20.7,53.3,1.287
977.0,8.3,913.0,744.0,1512.0,977.0,24.7,41.8,1.2839
1011.0,9.1,945.0,733.0,1570.0,1034.0,29.9,30.5,1.2616
975.0,7.7,887.0,829.0,1478.0,737.0,32.3,27.2,1.2933
958.0,7.2,867.0,828.0,1468.0,660.0,34.3,24.5,1.3021
903.0,5.8,805.0,886.0,1361.0,581.0,33.4,22.5,1.1398
854.0,3.5,684.0,1020.0,1294.0,456.0,32.7,22.8,1.1069
890.0,4.7,749.0,953.0,1332.0,483.0,34.5,20.5,1.1028
962.0,6.7,845.0,877.0,1379.0,575.0,35.9,20.3,1.18
1028.0,8.9,934.0,786.0,1481.0,707.0,35.8,23.0,1.3323
1031.0,8.0,901.0,775.0,1502.0,628.0,33.5,29.0,1.4797
1087.0,9.0,938.0,690.0,1613.0,747.0,29.8,39.6,1.6324
1029.0,7.1,862.0,727.0,1539.0,733.0,27.9,43.1,1.6004
1070.0,8.8,932.0,685.0,1648.0,847.0,27.3,44.5,1.5885
1059.0,8.4,914.0,697.0,1617.0,895.0,26.0,47.6,1.5806
1125.0,9.3,952.0,646.0,1690.0,995.0,25.3,52.9,1.6765
1062.0,6.4,829.0,714.0,1592.0,846.0,24.5,56.3,1.7026
1049.0,6.9,853.0,699.0,1605.0,882.0,23.5,59.8,1.7141
999.0,7.3,871.0,711.0,1580.0,909.0,22.6,62.6,1.6945
947.0,5.9,808.0,768.0,1537.0,851.0,21.8,64.6,1.6721
904.0,4.8,753.0,809.0,1529.0,766.0,21.0,66.9,1.6454
894.0,3.5,681.0,843.0,1476.0,765.0,21.2,66.4,1.6468
875.0,3.0,654.0,897.0,1463.0,752.0,21.0,66.5,1.6344
870.0,2.8,637.0,947.0,1445.0,716.0,21.3,64.1,1.6043
952.0,4.8,756.0,809.0,1518.0,825.0,22.7,58.1,1.5856
949.0,3.9,705.0,859.0,1460.0,691.0,25.1,51.8,1.6304
1028.0,6.9,854.0,776.0,1561.0,761.0,29.5,39.0,1.5868
1003.0,6.8,849.0,800.0,1511.0,710.0,32.3,31.8,1.5128
934.0,5.0,763.0,872.0,1435.0,567.0,33.6,28.9,1.4792
872.0,4.0,710.0,956.0,1377.0,493.0,31.9,28.2,1.3116
852.0,3.5,684.0,982.0,1343.0,477.0,32.5,25.9,1.2437
881.0,4.1,715.0,955.0,1352.0,502.0,34.1,23.4,1.2307
942.0,5.4,783.0,898.0,1397.0,568.0,36.2,21.4,1.2664
1038.0,8.6,925.0,746.0,1534.0,714.0,35.6,22.6,1.2984
1042.0,8.8,932.0,752.0,1530.0,717.0,33.6,25.7,1.3101
1181.0,13.7,1107.0,590.0,1807.0,935.0,29.9,35.2,1.4603
1116.0,11.8,1044.0,613.0,1694.0,954.0,28.3,39.2,1.4826
1062.0,8.6,923.0,697.0,1602.0,839.0,27.0,43.0,1.5118
1085.0,9.2,948.0,680.0,1635.0,880.0,26.2,46.8,1.5669
1161.0,12.2,1057.0,613.0,1764.0,1026.0,25.1,51.5,1.621
1053.0,7.8,891.0,690.0,1589.0,898.0,24.1,55.3,1.6363
956.0,4.5,740.0,831.0,1474.0,717.0,23.8,57.8,1.677
859.0,2.9,646.0,951.0,1376.0,607.0,23.7,56.2,1.6255
813.0,1.8,566.0,1123.0,1328.0,501.0,24.8,52.2,1.6086
815.0,1.7,565.0,1127.0,1350.0,541.0,22.9,59.4,1.6353
902.0,3.9,706.0,877.0,1463.0,708.0,22.0,62.3,1.6266
1017.0,7.6,885.0,726.0,1609.0,884.0,21.5,64.0,1.6256
1336.0,23.3,1385.0,477.0,2133.0,1357.0,22.6,60.3,1.6287
1393.0,30.7,1567.0,416.0,2381.0,1562.0,23.8,56.5,1.64
1271.0,20.4,1308.0,517.0,2007.0,1411.0,25.7,50.6,1.6475
1169.0,13.7,1107.0,607.0,1818.0,1175.0,27.8,45.4,1.6751
1143.0,11.8,1043.0,643.0,1747.0,1079.0,29.9,39.6,1.6397
1084.0,10.1,980.0,679.0,1653.0,923.0,31.6,34.7,1.589
1051.0,9.3,950.0,715.0,1644.0,748.0,31.5,34.4,1.5665
1020.0,7.6,882.0,765.0,1553.0,635.0,31.2,35.0,1.5669
1111.0,13.1,1088.0,635.0,1719.0,884.0,33.0,31.4,1.5583
1125.0,12.2,1056.0,645.0,1716.0,929.0,33.8,29.2,1.5143
1099.0,11.9,1048.0,657.0,1711.0,779.0,33.0,29.5,1.4613
1132.0,14.1,1121.0,611.0,1757.0,906.0,32.3,30.2,1.4347
1077.0,11.3,1025.0,629.0,1677.0,772.0,28.4,38.4,1.4616
1076.0,10.3,988.0,648.0,1649.0,883.0,26.9,43.2,1.5052
1070.0,10.8,1008.0,656.0,1649.0,963.0,26.0,43.6,1.4407
1052.0,9.4,956.0,675.0,1581.0,987.0,25.0,47.6,1.4872
988.0,7.1,862.0,736.0,1539.0,893.0,24.6,50.9,1.5508
926.0,5.1,769.0,836.0,1467.0,801.0,24.0,55.6,1.6381
925.0,4.7,749.0,826.0,1482.0,739.0,23.5,58.3,1.6672
869.0,2.9,648.0,953.0,1401.0,644.0,22.7,60.8,1.6519
832.0,2.1,593.0,1049.0,1347.0,558.0,24.1,55.5,1.6481
854.0,2.9,645.0,954.0,1399.0,602.0,22.5,60.9,1.6424
913.0,4.3,726.0,861.0,1487.0,737.0,22.0,64.5,1.6847
976.0,6.6,840.0,756.0,1555.0,885.0,22.3,62.9,1.6754
1309.0,21.0,1323.0,505.0,2098.0,1360.0,23.1,60.0,1.6711
1333.0,26.2,1460.0,443.0,2231.0,1455.0,24.7,55.1,1.6872
1209.0,16.1,1182.0,546.0,1911.0,1255.0,27.7,46.1,1.6852
1180.0,15.3,1157.0,568.0,1874.0,1202.0,29.8,38.8,1.6029
1204.0,16.5,1196.0,552.0,1884.0,1250.0,31.5,32.6,1.478
1143.0,14.1,1119.0,610.0,1770.0,1103.0,31.8,30.5,1.4083
1120.0,12.2,1058.0,626.0,1716.0,1049.0,31.4,31.8,1.441
1030.0,8.9,935.0,726.0,1583.0,791.0,32.5,28.7,1.3796
1058.0,11.0,1016.0,673.0,1625.0,832.0,33.8,25.8,1.3338
1040.0,7.6,882.0,756.0,1560.0,635.0,34.5,28.6,1.5393
1093.0,10.1,981.0,666.0,1676.0,733.0,32.7,33.0,1.5987
1184.0,14.1,1119.0,594.0,1806.0,912.0,31.4,35.4,1.5972
1180.0,14.1,1121.0,568.0,1816.0,947.0,27.7,43.5,1.592
1079.0,10.3,988.0,633.0,1694.0,899.0,26.2,47.8,1.5979
