Class,Concentration,Sensor1_DR,Sensor1_ADR,Sensor1_P_EMA,Sensor2_M_EMA,Sensor2_DR,Sensor2_ADR,Sensor2_P_EMA,Sensor2_M_EMA,Sensor3_DR,Sensor3_ADR,Sensor3_P_EMA,Sensor3_M_EMA,Sensor4_DR,Sensor4_ADR,Sensor4_P_EMA,Sensor4_M_EMA,Sensor5_DR,Sensor5_ADR,Sensor5_P_EMA,Sensor5_M_EMA,Sensor6_DR,Sensor6_ADR,Sensor6_P_EMA,Sensor6_M_EMA,Sensor7_DR,Sensor7_ADR,Sensor7_P_EMA,Sensor7_M_EMA,Sensor8_DR,Sensor8_ADR,Sensor8_P_EMA,Sensor8_M_EMA,Sensor9_DR,Sensor9_ADR,Sensor9_P_EMA,Sensor9_M_EMA,Sensor10_DR,Sensor10_ADR,Sensor10_P_EMA,Sensor10_M_EMA,Sensor11_DR,Sensor11_ADR,Sensor11_P_EMA,Sensor11_M_EMA,Sensor12_DR,Sensor12_ADR,Sensor12_P_EMA,Sensor12_M_EMA,Sensor13_DR,Sensor13_ADR,Sensor13_P_EMA,Sensor13_M_EMA,Sensor14_DR,Sensor14_ADR,Sensor14_P_EMA,Sensor14_M_EMA,Sensor15_DR,Sensor15_ADR,Sensor15_P_EMA,Sensor15_M_EMA,Sensor16_DR,Sensor16_ADR,Sensor16_P_EMA,Sensor16_M_EMA
5,175,153656.2793,7.251522,48.372533,-38.68829,142772.6992,6.160242,50.968186,-36.150192,26526.7027,4.891137,9.910474,-7.320759,26001.3867,4.75817,10.233717,-7.212782,5735.4949,2.46562,5.015757,-1.879417,5274.3755,2.335605,4.461727,-1.619954,32874.8203,4.857549,16.12329,-10.931418,34535.7813,4.798971,18.362532,-12.408348,103614.7207,5.844395,31.753569,-24.462399,83593.7246,5.719975,23.400246,-18.92305,33363.3706,5.490189,10.892812,-9.330486,25639.9731,5.078158,8.180511,-7.022993,7686.5068,2.618787,6.94977,-2.618587,7735.9029,2.608,6.305472,-2.378506,43156.918,5.53435,19.612895,-15.858482,36894.1904,5.256664,16.574731,-12.882425
5,175,151545.0253,6.919524,46.790998,-38.085968,140692.8496,5.966541,49.397892,-35.476551,25609.2368,4.40198,9.533543,-7.29987,25092.8838,4.273341,10.056637,-7.285934,5704.0113,2.578703,4.682434,-1.762672,5227.4512,2.43337,4.124222,-1.477499,32199.0586,4.683263,15.217906,-10.309157,33771.041,4.651189,17.467756,-11.452621,101611.3066,5.604014,31.106511,-23.546071,81873.332,5.465912,22.600902,-18.19787,31688.8692,4.676979,10.472452,-9.269027,24709.3892,4.368529,7.881319,-7.001193,7618.1006,2.695564,6.460546,-2.450423,7638.1313,2.66069,5.755527,-2.276295,41676.6757,5.104923,18.274228,-14.821778,35769.7607,4.902499,15.357255,-12.158253
5,175,157614.3808,6.784513,51.238916,-39.877683,145250.959,5.863578,52.092744,-36.47794,28669.5069,4.541368,10.860074,-8.15602,28026.2627,4.390266,11.178771,-8.054687,5855.8403,2.541295,5.042133,-1.871999,5346.6482,2.39382,4.558728,-1.582093,36103.6611,4.743463,17.667704,-11.817494,37846.0527,4.683235,19.964279,-12.984639,103427.6114,5.535704,31.87652,-24.244388,83273.0723,5.419143,23.225746,-18.303318,35515.3574,5.001471,11.491011,-10.398868,27524.127,4.689315,8.706698,-7.713683,7930.8022,2.653292,7.022031,-2.682965,7984.4497,2.628651,6.395387,-2.385553,47030.917,5.367378,20.579009,-16.736778,39856.8868,5.086592,17.317964,-13.860203
5,175,160924.6679,6.971292,51.638891,-39.507588,148035.2089,5.958523,54.436097,-38.08462,28508.3984,4.859331,10.401156,-8.014697,27843.0962,4.720671,10.833042,-7.904486,5737.0596,2.515465,4.8823,-1.835351,5259.647,2.369248,4.347357,-1.542975,35459.04,4.848969,16.909785,-11.724618,37271.5479,4.804383,19.246962,-12.807149,105569.8477,5.673154,32.930071,-23.697846,84629.9824,5.606087,23.627867,-19.732336,35343.1226,5.370032,11.336284,-10.252089,27542.6431,5.020578,8.504457,-7.7457,7789.0996,2.65034,6.841262,-2.541248,7858.7334,2.627485,6.19348,-2.277829,46449.5547,5.507901,20.271523,-15.875445,39577.3623,5.229305,17.191154,-13.3754
5,175,157105.3848,6.868096,50.630117,-39.433061,146143.9336,5.939359,53.682727,-36.891979,28466.75,4.704857,10.748122,-8.25488,27812.9048,4.561315,11.191934,-7.912525,5888.2976,2.476697,5.146909,-1.908043,5401.0478,2.339904,4.561927,-1.674476,35695.4014,4.774415,17.426428,-11.695372,37372.9111,4.709656,19.848815,-12.997808,103758.2032,5.648346,32.071189,-24.401693,83890.2734,5.597489,23.478753,-19.348256,35004.8779,5.184425,11.60572,-10.221762,27062.5517,4.862917,8.637686,-7.864567,7942.289,2.605684,7.176592,-2.676606,8045.3881,2.598167,6.419356,-2.442912,45858.5791,5.398107,20.762271,-16.76352,39236.8574,5.137011,17.540137,-13.43139
5,175,160259.5996,6.803397,52.127119,-40.313642,147702.4551,5.865038,54.565969,-37.992322,28866.5615,4.672858,10.826203,-8.042917,28279.1441,4.533418,11.351214,-7.995636,5829.1421,2.534643,5.058813,-1.856167,5306.5776,2.383149,4.502407,-1.591869,36089.7685,4.770155,17.640724,-11.616473,38034.8701,4.730161,20.006811,-13.024185,105042.1894,5.62422,32.401992,-25.703053,83830.5254,5.5285,23.277845,-18.576197,35561.7441,5.130958,11.604215,-10.372445,27815.3877,4.833943,8.802661,-7.550074,7938.0639,2.663442,7.003355,-2.68156,7946.3706,2.626874,6.356272,-2.413875,46908.5058,5.397376,20.728761,-16.803295,40074.793,5.147375,17.550003,-13.771889
5,175,160611.9297,6.918976,53.134358,-40.1582,148500.0762,5.95559,55.365371,-38.519714,28829.2954,4.880748,10.717914,-8.244503,28182.2739,4.721482,10.929186,-8.058077,5852.0972,2.508744,5.053654,-1.961393,5344.3347,2.365005,4.55076,-1.646661,35802.1866,4.878115,17.387986,-12.25939,37633.5059,4.815902,19.70672,-13.49249,105017.2793,5.694367,32.34571,-24.054012,84468.4863,5.614039,23.708745,-18.177687,35515.4155,5.355931,11.445323,-10.372363,27481.646,5.030399,8.676156,-8.004868,7883.0308,2.640773,6.915229,-2.654419,7947.2149,2.631861,6.344296,-2.393757,46472.9473,5.501369,20.61222,-16.932788,39616.5058,5.248692,17.481884,-13.727608
5,175,156909.3438,6.688712,50.445032,-39.74768,144727.1914,5.81545,52.816701,-37.877174,28797.293,4.29823,10.828309,-8.065473,28017.334,4.142481,11.32637,-8.095267,5945.9358,2.600037,4.805813,-1.90022,5418.9802,2.445342,4.338607,-1.57393,36478.2295,4.635495,17.260387,-12.018309,38453.5009,4.606183,19.465282,-13.070958,101656.8301,5.467299,31.223739,-23.808786,81501.1113,5.325108,22.792444,-19.025036,35163.9229,4.596739,11.336603,-10.515819,27189.0586,4.229094,8.827513,-7.599951,8047.1391,2.695115,6.630071,-2.632351,8094.8101,2.665119,6.109062,-2.419467,47161.1728,5.102919,20.077842,-17.353598,40005.3467,4.892621,17.151441,-13.897209
5,175,160669.1406,6.7969,53.043785,-39.791361,147618.3789,5.858023,55.229214,-39.614647,28651.8638,4.654221,10.745163,-8.148293,27990.4838,4.499887,11.089094,-7.842516,5887.3509,2.508064,5.006,-1.98332,5385.2105,2.370256,4.549818,-1.631465,35922.7266,4.779938,17.333188,-11.731078,37510.1035,4.706344,19.666598,-13.312404,103331.5801,5.572675,32.227499,-25.797231,83895.9863,5.543059,23.756421,-18.584788,35131.8096,5.099496,11.427925,-10.088838,27163.478,4.789164,8.682387,-7.631494,7921.3189,2.627505,7.015083,-2.649651,8001.7177,2.615322,6.319676,-2.493714,46274.5498,5.388554,20.231761,-16.8206,39331.8994,5.115008,17.266742,-13.571345
5,175,157828.0507,6.707245,51.345887,-39.164813,145876.8417,5.840637,53.624666,-37.602389,28094.1601,4.260084,10.810365,-8.023355,27435.9638,4.124691,11.222132,-7.83015,5857.7405,2.587533,4.785169,-1.811609,5328.9746,2.429182,4.283198,-1.608308,35455.8799,4.572234,17.00308,-11.692578,37331.3037,4.544324,19.384342,-12.951629,102625.1933,5.519897,30.987138,-23.293182,81905.5078,5.366591,22.901076,-18.083432,34138.626,4.538563,11.367922,-10.204127,26599.3047,4.200998,8.783054,-7.791785,7885.4981,2.68243,6.589754,-2.555062,7930.6284,2.643104,6.011413,-2.309157,45765.0996,5.038889,19.871792,-16.763847,39065.8525,4.836764,16.957791,-13.468589
5,175,161041.1582,6.780755,55.364552,-45.036465,148240.5644,5.848709,57.440404,-39.90727,27442.7529,4.582252,10.697971,-7.777799,26799.1182,4.417247,10.916823,-7.547171,5874.5425,2.496208,5.126771,-1.886037,5382.844,2.364823,4.691803,-1.634471,34514.2021,4.735676,17.327941,-11.596326,36261.8769,4.65939,19.296969,-12.973502,103818.7891,5.588963,33.284477,-26.523712,84340.6797,5.549549,23.919971,-19.208139,33380.0176,4.993335,11.157747,-9.695184,25843.0932,4.722489,8.516386,-7.31312,7854.6089,2.616546,7.113533,-2.646179,7901.8369,2.608951,6.591893,-2.427544,44451.8808,5.319931,20.26698,-16.266251,37798.0928,5.077263,17.32152,-13.302663
5,175,159724.4941,6.765224,53.659512,-41.749527,147408.7558,5.845193,56.297909,-38.901178,27957.6436,4.535901,10.546443,-7.991834,27277.6216,4.374987,10.924012,-7.99887,5791.6509,2.561606,4.877884,-1.972369,5276.8907,2.413352,4.446333,-1.593137,35030.4727,4.73854,16.889703,-11.767535,37004.5937,4.694441,19.136872,-13.051245,103636.9531,5.568659,31.877146,-23.847327,82856.5058,5.437928,23.76896,-18.580853,34086.959,4.903303,11.145708,-10.269234,26375.9062,4.583753,8.522857,-7.94991,7781.2974,2.676851,6.781025,-2.611459,7815.3281,2.652068,6.172037,-2.426938,45288.0791,5.269888,19.919073,-16.762272,38612.3847,5.048951,16.806829,-13.633454
5,175,161106.5215,7.120419,54.873814,-42.504751,149833.8086,6.088547,57.943262,-40.31847,26933.6924,4.895284,10.433716,-7.752191,26366.1269,4.734311,10.614136,-7.465574,5770.6804,2.445814,5.237417,-1.890049,5294.6526,2.311319,4.727793,-1.663679,33254.8926,4.832766,16.8252,-11.054001,34702.7168,4.750206,19.104098,-12.386207,105032.4492,5.843962,32.925389,-24.987771,84761.8535,5.721737,23.975858,-19.296468,33059.4649,5.405419,11.134968,-9.513043,25432.5328,5.032686,8.279676,-6.992645,7666.0415,2.600119,7.099587,-2.488771,7734.3125,2.595325,6.485266,-2.343846,42993.6748,5.46164,20.33498,-15.657557,36721.0029,5.191749,17.271702,-12.746679
5,175,164078.1367,7.039715,55.52902,-41.790459,151767.7851,6.040061,57.330248,-43.003379,26803.482,4.942373,10.16177,-7.604144,26273.4507,4.774562,10.154015,-7.321451,5763.8105,2.476181,4.995079,-1.825124,5261.3152,2.343368,4.616281,-1.593398,33031.876,4.870903,16.57357,-10.84343,34861.04,4.80708,18.391298,-11.75594,106293.7968,5.819832,32.563328,-24.314047,84917.5566,5.668377,24.255412,-19.062408,33225.4448,5.474306,10.646414,-9.598126,25437.248,5.087856,8.173085,-7.316503,7633.834,2.623987,6.804816,-2.581325,7652.9702,2.615334,6.339266,-2.318831,43337.1553,5.53523,19.511916,-15.119315,36607.3164,5.251858,16.782942,-12.694272
5,175,165477.9219,6.818812,57.435305,-44.481218,152263.0253,5.863118,59.782569,-39.627857,28677.9697,4.726666,11.110743,-8.151291,28093.7519,4.579019,11.420794,-7.827796,5882.49,2.488401,5.240437,-1.933224,5379.0577,2.349849,4.867649,-1.691555,35781.0664,4.776086,18.198702,-12.389349,37536.7559,4.694998,20.438444,-13.044008,105787.1934,5.612505,33.52261,-24.946268,85244.9453,5.568474,24.472017,-19.102065,34985.4707,5.163215,11.724409,-9.993483,26989.1782,4.853738,9.055189,-7.56481,7890.145,2.616078,7.227258,-2.712778,7956.0181,2.610708,6.705238,-2.451929,46175.0908,5.373989,21.558649,-16.844818,39477.166,5.149082,18.442739,-13.872536
5,175,167331.4179,6.829388,58.901964,-45.054061,154155.8105,5.882162,60.833642,-40.028405,28862.9912,4.741531,11.019374,-8.431272,28274.6719,4.588532,11.326804,-7.856061,5826.3364,2.508313,5.110944,-1.848303,5321.3099,2.365381,4.63357,-1.53387,36137.1182,4.79186,18.04254,-11.737742,37799.8427,4.707595,20.394002,-13.322082,106031.123,5.596496,33.475784,-24.573979,85294.6777,5.56263,24.344904,-19.10913,35168.9493,5.158238,11.789198,-10.212158,27143.9082,4.847826,8.84782,-7.721571,7839.0278,2.636834,7.118866,-2.508061,7902.4292,2.620149,6.542453,-2.356541,46492.8496,5.372636,21.307305,-16.152459,39731.8183,5.137939,18.117613,-13.367087
5,175,163053.4082,6.730164,55.860925,-44.29628,150494.1407,5.831811,57.925535,-38.329441,27245.918,4.49541,10.36292,-7.841627,26744.2842,4.349359,10.825354,-7.567388,5815.352,2.553483,5.052905,-1.925325,5326.7863,2.418306,4.491598,-1.581059,34313.6407,4.718087,16.621161,-11.512098,35920.2588,4.649306,18.840254,-12.657831,103627.6368,5.506181,32.310613,-23.680826,83433.1153,5.421911,23.73351,-18.551502,32932.3418,4.803297,10.847939,-9.760021,25694.33,4.512159,8.255557,-7.397706,7816.6929,2.677407,6.954127,-2.640519,7851.643,2.648397,6.285457,-2.362272,43742.4541,5.166564,19.537446,-16.060288,37374.545,4.967706,16.704392,-13.004514
5,175,160257.2969,6.80283,53.565359,-42.229426,148712.6797,5.91201,55.635706,-38.335521,25582.6684,4.191236,10.012331,-7.675099,25036.0068,4.043705,10.255073,-7.231453,5734.0696,2.589277,4.603338,-1.793526,5241.3301,2.444971,4.255851,-1.512372,32345.3594,4.578515,15.667007,-10.353153,33887.8008,4.515081,17.664221,-12.063069,103540.3945,5.569302,31.750747,-24.013645,82657.3672,5.399405,23.150173,-18.044162,31244.1552,4.455331,10.383324,-9.367217,24179.0718,4.106888,8.079794,-7.081737,7553.2959,2.682421,6.314835,-2.375687,7578.9234,2.658553,6.014888,-2.164549,41786.9677,4.962964,18.383961,-14.59395,35704.2148,4.802753,15.646096,-12.05684
5,500,299337.8382,171.97638,161.855479,-123.198464,279534.2388,146.072802,190.610371,-103.671801,67158.3098,24.720156,34.321755,-24.89716,65395.0528,23.075779,37.059568,-24.70661,8134.0073,6.03372,11.83721,-2.820516,8938.4314,6.205415,11.90629,-2.755865,82323.6053,29.361203,54.240957,-36.671753,86587.8154,28.751836,61.971638,-39.222466,196343.6586,87.07326,97.347202,-57.943229,160687.3408,74.430222,64.295294,-42.963838,87508.1494,29.862875,39.897981,-34.071664,69589.5572,28.652737,27.62391,-25.243486,15957.1645,8.658656,21.353668,-6.090868,16257.9414,8.600103,20.191388,-5.490595,113301.9158,37.339943,73.127505,-58.169514,96706.7927,34.689645,61.27451,-45.281166
5,500,277411.9375,13.817999,142.230205,-111.276525,254218.8222,11.094875,139.02181,-96.678401,62382.7236,10.352334,25.568592,-24.258432,60229.7212,9.682615,24.84082,-23.760619,6973.6579,3.601283,6.36148,-2.815057,7816.758,3.686919,6.772792,-2.779892,76551.647,10.638409,39.820625,-35.115798,80212.0937,10.381351,43.544081,-38.542905,175782.7402,10.621876,80.193995,-63.963853,144640.7099,10.771571,58.004515,-45.996245,81304.1382,12.066136,31.832081,-33.034276,63885.126,11.019405,23.609035,-24.792249,13905.3308,4.501493,11.823335,-6.184718,14188.6221,4.478329,11.100101,-5.327387,105747.2598,13.118644,52.577011,-56.832265,90328.6377,12.328113,44.979501,-44.789199
5,500,264844.1015,13.717723,136.271165,-109.733605,244892.998,11.044947,134.432975,-110.310093,58325.9244,9.703346,25.285411,-23.183761,56950.4722,9.206018,25.063842,-22.791215,6679.5718,3.506493,6.276939,-2.663458,7636.8784,3.601995,6.604733,-2.774234,72252.0654,9.948389,39.819524,-33.267475,76054.1748,9.783936,43.794103,-37.179315,169885.4199,10.579433,80.569434,-51.886584,140877.6719,10.862879,57.049094,-42.083604,75775.6343,11.418784,31.812049,-31.962296,59792.6611,10.359611,23.663776,-23.810305,13354.9716,4.377481,11.658146,-5.814818,13618.4724,4.325916,10.771911,-4.988375,99103.5772,12.407164,52.767378,-51.21986,84441.2012,11.5195,44.349256,-44.606927
5,175,158360.9531,8.922108,53.217616,-50.782898,148832.2578,7.338064,55.227863,-46.133864,25894.1299,4.989866,8.907579,-7.797332,25614.3833,4.798423,9.305202,-7.749199,3907.1108,2.490434,3.100051,-1.372881,4460.5474,2.546066,3.476347,-1.396065,33167.1631,5.209193,14.263547,-11.797068,35171.1094,5.180367,16.363808,-12.799292,102300.1211,6.92513,32.382704,-29.260091,80435.5811,6.789011,22.611913,-21.385669,31258.4873,5.423668,9.247078,-9.577333,24702.0728,4.98203,7.44072,-7.568275,7310.2317,2.881779,6.074714,-2.624228,7493.627,2.88004,5.710196,-2.474552,41199.8272,5.88538,15.88015,-16.138706,35824.6177,5.59173,13.88101,-12.692473
5,175,161050.5605,7.061539,63.222515,-52.976092,150370.2519,6.048084,67.078569,-48.588835,24670.0088,4.549454,10.499514,-8.127126,24230.1299,4.373425,11.150134,-7.539006,5370.8676,2.503265,5.242104,-1.925032,4985.3015,2.369932,4.811731,-1.655872,31100.6309,4.752292,16.886918,-11.217259,32825.8448,4.717346,19.274603,-12.34298,104792.8808,5.820179,35.736128,-27.373183,84425.9824,5.690713,26.111936,-22.21588,30109.5864,4.940802,11.1292,-9.655711,23275.415,4.631461,8.566704,-7.440387,7264.0874,2.645412,7.450102,-2.6468,7330.4819,2.622521,6.890096,-2.45547,39358.3857,5.301308,19.821978,-15.018448,33968.9834,5.076083,17.033912,-12.391839
5,175,167634.7012,7.140033,65.451586,-51.575777,155669.1777,6.05205,69.349141,-51.346724,25222.6968,5.025592,10.420098,-7.790685,24795.5854,4.857286,10.817762,-7.869781,5543.8074,2.484721,5.438824,-1.975132,5142.1768,2.354338,4.994492,-1.759991,31482.8345,4.930602,17.176021,-11.219067,32981.6709,4.865779,19.424905,-12.590658,107390.7657,5.855186,37.229111,-30.504018,86718.6035,5.74573,27.323236,-23.25009,30838.1479,5.55424,11.183217,-9.655643,23747.0644,5.136158,8.355555,-7.391399,7317.5185,2.621128,7.451189,-2.72364,7434.4175,2.621285,7.0049,-2.538695,40052.6904,5.596651,20.477135,-15.839165,34286.6152,5.289124,17.475872,-12.985909
5,175,162086.1152,6.958985,63.068108,-51.706569,149927.9101,5.97896,64.599727,-47.950568,23677.0717,4.383308,10.221858,-7.489314,23503.4195,4.230959,10.267624,-7.25776,5507.1494,2.569862,4.979061,-1.890418,5048.2673,2.426947,4.719954,-1.74882,30069.3037,4.659224,16.164519,-10.951264,31854.5137,4.624602,17.899843,-11.862951,104598.871,5.684223,36.110622,-28.823383,84892.4785,5.535584,26.381913,-22.979122,28742.8262,4.545053,10.626718,-9.429256,22202.9795,4.325933,8.357989,-7.074019,7223.6201,2.658515,6.823013,-2.53188,7265.5478,2.65029,6.517556,-2.535725,38336.8067,4.985119,19.334492,-15.265049,32669.918,4.824225,16.52098,-12.443427
5,175,164875.7988,6.896124,64.068211,-53.524777,153306.4042,5.945208,67.508928,-48.94629,26316.1597,4.543867,11.226223,-8.059769,25868.3838,4.378532,11.516214,-8.034885,5580.783,2.536633,5.34401,-1.887045,5166.6457,2.413523,4.908415,-1.728829,33430.9991,4.743815,18.140828,-11.371526,34926.8652,4.662482,20.548272,-13.167476,104329.2304,5.597766,36.509094,-29.41637,84075.7773,5.496139,26.218903,-23.524819,31967.3628,4.904297,11.608113,-10.083331,24715.4619,4.640174,8.906236,-7.489254,7466.896,2.658627,7.531494,-2.785222,7605.7456,2.653274,6.875834,-2.518127,42388.3965,5.274033,21.230229,-16.537953,36329.4794,5.042453,17.729962,-13.221643
5,175,167089.1836,6.941743,66.707112,-51.798351,156153.9297,5.962643,70.574366,-52.080619,26078.7593,4.923241,10.994115,-8.272571,25443.499,4.726957,11.310334,-7.886373,5522.8713,2.527039,5.404462,-2.003668,5104.979,2.385928,5.022179,-1.67793,32485.4844,4.866989,18.169591,-11.682975,34013.3291,4.793637,20.586871,-13.094995,107045.0528,5.698671,37.496481,-28.750032,86263.7188,5.681291,26.958946,-24.446352,31451.7818,5.334588,11.685121,-10.289322,24410.1817,4.990207,8.916611,-7.503573,7382.3857,2.667478,7.621444,-2.661649,7472.603,2.64959,6.934354,-2.526818,41567.3183,5.513181,21.474302,-16.709067,35521.9424,5.206865,18.199454,-13.571836
5,175,167071.9902,6.908698,66.972354,-53.064123,153923.8574,5.867869,71.930606,-49.051614,26164.9019,4.739809,11.18648,-8.010105,25672.0771,4.586399,11.627201,-8.123719,5703.2822,2.497595,5.670238,-2.122792,5216.7258,2.348423,5.045651,-1.870661,32928.6797,4.778569,18.431033,-11.761405,34486.9219,4.719846,20.930158,-13.06343,105380.6347,5.607168,37.125943,-28.561584,86027.5098,5.625295,27.292866,-23.198588,31626.7901,5.174392,11.851375,-9.740183,24323.8247,4.841044,8.873273,-7.898759,7561.583,2.62889,7.802577,-3.018999,7634.292,2.598477,7.143429,-2.600408,41438.6992,5.375148,21.924039,-16.836,35597.5009,5.106521,18.468878,-13.656903
5,175,169616.6582,6.832961,68.204192,-51.740103,157512.0664,5.867822,73.160163,-52.827651,27081.7236,4.728582,11.777904,-8.444883,26447.3447,4.54805,11.945353,-8.125574,5681.1779,2.535997,5.541832,-2.093275,5213.674,2.394929,5.079487,-1.721967,34138.5821,4.818064,19.083385,-12.360526,35871.7549,4.76034,21.589474,-13.317901,107558.4531,5.598224,38.555501,-30.503477,86676.2598,5.58093,27.181752,-22.932404,32435.5776,5.092777,12.126928,-10.296036,25244.357,4.805197,9.362415,-7.655943,7572.0742,2.660945,7.68721,-2.81108,7722.6406,2.656105,7.323161,-2.605634,43421.8877,5.418617,22.537289,-16.628439,37313.0547,5.16874,19.065384,-14.058507
5,175,171123.7266,6.80009,67.01958,-50.804402,158175.0313,5.811833,71.374915,-49.421841,26708.8164,4.943345,10.575834,-7.990496,26219.958,4.802291,11.097019,-7.87152,5676.2823,2.540264,5.399978,-1.944903,5199.4399,2.389522,4.721728,-1.705872,33681.0938,4.924812,17.45232,-11.479599,35168.9238,4.880248,20.098721,-12.863958,109334.4277,5.610226,37.83533,-30.818869,88003.6973,5.598751,26.856825,-23.958798,32400.2173,5.423473,11.646196,-10.270876,25152.9941,5.056117,8.464,-7.442025,7489.3711,2.67608,7.340253,-2.644033,7618.4189,2.648186,6.593496,-2.510346,42387.2334,5.558006,20.729053,-16.358046,36587.1357,5.254246,17.482366,-13.501386
5,175,167845.5351,6.714475,64.054009,-51.400037,156079.8653,5.812249,68.463839,-48.01934,26265.6993,4.270399,10.991768,-8.203609,25652.2159,4.122722,11.65225,-7.967625,5684.4672,2.603799,5.166579,-1.915048,5187.7805,2.449343,4.510499,-1.635534,33554.5058,4.59857,17.472353,-11.578942,35003.1337,4.546882,20.141294,-13.078099,106694.7637,5.470195,36.651987,-29.07148,86113.2695,5.400008,26.471057,-20.840447,31393.9824,4.510879,11.725466,-9.952322,24335.1225,4.17302,8.908099,-7.814566,7495.3574,2.689761,7.104532,-2.621441,7609.2622,2.652418,6.461587,-2.434004,41983.1075,4.978972,20.691955,-15.947387,36318.5527,4.812636,17.393531,-13.448198
5,200,177945.9101,7.30123,69.140906,-61.084578,165689.9882,6.255404,74.271677,-55.86697,27149.6421,4.817281,10.898756,-8.285766,26542.979,4.641257,11.64218,-8.186503,6054.0557,2.717319,5.517648,-2.07104,5547.7473,2.553815,4.821262,-1.753629,34178.2129,5.096347,17.140655,-12.059693,35703.376,5.05565,19.912376,-13.391123,114137.2148,5.889699,40.659004,-31.868262,92644.7461,5.840576,29.368915,-24.859161,32950.8877,5.09145,11.904433,-10.819527,25477.5127,4.760282,8.798512,-7.855962,7887.9443,2.828027,7.622421,-2.765391,7942.8887,2.791063,6.557141,-2.516419,43195.4639,5.526295,21.342556,-16.911802,37380.7725,5.312803,17.66967,-14.017597
5,200,179928.252,7.265034,72.075573,-59.324576,167673.0098,6.213218,75.605022,-58.257682,28106.1342,4.916202,11.273953,-8.807224,27512.728,4.739711,12.031389,-8.527783,6108.3042,2.637787,5.847364,-2.264637,5586.3897,2.49036,5.083187,-1.732779,35475.5928,5.148297,18.132721,-12.608293,37098.3018,5.084314,20.800426,-13.740204,116160.8945,5.917967,41.818744,-32.150377,94540.4531,5.916122,30.323535,-24.375637,34162.9726,5.377884,12.274247,-11.069502,26424.894,5.047853,8.984104,-8.340052,7992.1987,2.781537,7.873401,-2.98856,8102.7471,2.752571,7.030564,-2.703452,45155.1465,5.791826,21.666236,-17.732024,38650.3271,5.464242,18.249212,-14.866409
5,200,186339.5625,7.361028,74.195391,-59.104927,175476.4883,6.327477,80.177451,-57.339526,28537.9477,5.454051,11.078129,-8.616892,27759.7841,5.252626,11.77277,-8.484604,6120.5787,2.604816,5.929661,-2.192115,5594.5637,2.445151,5.117861,-1.847631,35396.248,5.308042,18.320064,-12.84147,36879.8203,5.243051,21.079331,-14.098503,118965.2129,5.991701,42.94284,-32.915645,97082.3632,6.013702,30.954871,-27.579793,34696.9053,6.093386,12.288173,-11.167571,26755.5015,5.576658,9.031201,-8.182482,8010.8838,2.768685,8.000044,-3.171235,8064.8515,2.729881,7.155898,-2.70871,45070.8701,6.089372,22.379045,-18.06517,38684.0547,5.705723,18.67505,-14.748694
5,200,183167.6367,7.360501,71.793658,-58.445829,168302.8047,6.241747,76.240262,-51.046843,27382.8798,4.765768,11.193337,-8.809488,26798.1162,4.596544,11.712734,-8.729394,6066.3768,2.684475,5.600874,-2.188982,5554.4964,2.534502,4.911713,-1.859456,34521.8311,5.046831,17.497602,-13.077743,36038.5498,4.98009,20.100773,-14.327553,116877.8632,5.914091,42.19255,-33.023107,94941.0781,5.87333,30.979099,-24.173484,33174.167,5.030171,12.125894,-11.223256,25681.0362,4.682512,8.984171,-8.305062,7888.5952,2.79925,7.482889,-2.975562,8028.1265,2.787776,6.782099,-2.736383,43495.8321,5.459699,21.477013,-18.761928,37715.7539,5.277527,18.032223,-14.748226
5,200,183279.2363,7.114082,74.196771,-61.040358,171869.7187,6.156346,79.191457,-58.121232,30640.4214,5.017197,12.454615,-9.748924,29927.9316,4.826061,13.117293,-9.490246,6226.248,2.681976,6.042522,-2.103819,5700.2222,2.523728,5.239554,-1.783983,38822.9844,5.202588,20.07444,-14.128429,40456.6914,5.147281,23.353151,-15.807471,116955.543,5.820371,42.707491,-33.571702,95033.6582,5.813551,30.310706,-24.627647,36959.1982,5.448891,13.349568,-12.114546,28863.2403,5.110549,10.128775,-8.962367,8239.0659,2.80766,8.221715,-3.004326,8470.1953,2.799217,7.341688,-2.691732,49205.166,5.856229,24.109337,-20.852838,42349.5811,5.565848,20.174191,-16.431864
5,200,189447.6426,7.19544,77.049068,-63.377845,174861.211,6.151733,81.095639,-60.203738,30112.457,5.391857,11.741723,-9.646867,29538.7954,5.224318,12.378691,-9.155928,6167.4243,2.678808,5.782674,-2.20798,5617.3792,2.510379,5.085016,-1.838915,37814.8584,5.34011,19.3276,-13.647529,39709.7549,5.293819,22.047831,-14.887121,120554.7187,5.909054,43.511882,-32.658749,97287.2226,5.943165,30.951883,-25.336049,36775.7812,5.966939,12.873958,-12.174561,28484.4966,5.521271,9.644152,-8.804057,8099.6412,2.813208,7.922559,-3.049574,8260.1406,2.799183,7.092411,-2.707111,48575.8965,6.112356,23.2284,-19.501328,41662.4082,5.761107,19.751105,-15.490252
